tau1,tau2,tau3,tau4,p1,p2,p3,p4,g1,g2,g3,g4,stab,class
4.6339511427166595,6.08422488751233,2.1388885907221398,1.37865192195723,4.65755970086244,-1.3170118706396001,-1.6302104609056398,-1.7103373693172,0.501343382348142,0.403988392261744,0.6191499675342309,0.995737847909553,-0.0158806790700042,stable
6.969481464022441,0.6970825073062679,4.2551400836456095,6.832613794989049,3.7341240775616495,-1.92559438327411,-0.547920428482245,-1.26060926580529,0.302057167480073,0.446237810690575,0.33424903125454,0.81084356504282,0.00573508515016354,unstable
4.56684392577311,5.97482778395985,5.233165602684,4.38652426656755,4.369202918956259,-1.31881362319228,-1.44412159430626,-1.60626770145772,0.7962650561953599,0.716845178213316,0.543721627100872,0.160800529453411,0.0604449011352854,unstable
1.99788890246596,5.5819563879036,0.7440681517348281,4.520996674361809,3.16029575158818,-0.7462257664229609,-1.5453434900262901,-0.868726495138928,0.891603466379456,0.756702767364001,0.643847688042969,0.35773985728537394,-0.007893677281619679,stable
5.017831235598281,9.713501261231919,6.86562494067046,2.00006663076536,4.37515773766933,-1.40529869833614,-1.09047246381624,-1.8793865755169499,0.48258683171785793,0.7368086654958079,0.48874846391469,0.110227970371014,0.0327193826901859,unstable
5.349683085502599,8.75888243620599,6.1979066992593,2.8561787359214503,4.59537651824634,-1.40271028536762,-1.7836838199103,-1.4089824129684199,0.731654222839164,0.0756884864362539,0.709558336970634,0.282934227349237,0.0302018770063452,unstable
8.63586589522347,6.741947984416469,9.511169672832631,4.18239746873387,2.82091539174621,-1.05834736185645,-1.0352518268751099,-0.7273162030146461,0.7738978175348671,0.540095289025658,0.937384858447255,0.18568728592776498,0.0698367232012854,unstable
5.79011059733066,1.98168747752132,0.9318785672489319,3.2371997057292097,4.61285683723708,-0.900703977042891,-1.7766185642844499,-1.9355342959097401,0.20868190228429,0.35104952965788394,0.27872739213837,0.31672281324004303,-0.0400379557746538,stable
5.43141324227764,7.13231799367224,3.24497916589504,9.197791279739949,3.53565055668934,-1.14119438696628,-0.57692740803503,-1.81752876168803,0.38213664181199203,0.37325903459821597,0.646593924843266,0.49182505778512997,0.0229828854725349,unstable
4.3263849883381,4.43600020356256,4.78877125128207,1.62282035937402,4.48687158995666,-1.4489777600809801,-1.99521331254671,-1.04268051732897,0.7128438190846741,0.9467494960083149,0.066609078426382,0.24359222805206002,0.0255125917885126,unstable
6.80612644092935,7.145118770073481,8.36226005270021,8.973505141296071,3.6091565688417,-0.5399510938881901,-1.8744976628524097,-1.1947078121011,0.9243465902021609,0.09570664858478699,0.33615177423134995,0.8328071682717959,0.0648253133095755,unstable
6.389977600607571,9.1340274247324,5.5131782858303495,2.7887427493522994,2.840456306113,-0.5554471808974399,-1.0741974455446701,-1.2108116796708899,0.46926920899889,0.461799010207206,0.316030234859132,0.328799176113174,0.0124749521725135,unstable
5.953355603917889,5.70841314959753,0.727263265341788,5.628815655703731,3.8410531149563503,-0.7985727841353158,-1.9023552828903703,-1.14012504793066,0.556819008039259,0.3311930663302,0.345007183547635,0.6331855611750961,0.0164288581608774,unstable
2.88251535302059,7.649661430570941,5.64074711123771,2.26048064548738,3.54216410892228,-0.5171198070152311,-1.6591800923975302,-1.36586420950952,0.444936178922298,0.807249429452987,0.98559176034215,0.9108210181709151,0.0597868272119203,unstable
8.89609008118283,7.24745224933567,9.82903015118294,3.66850561081448,5.113702295944639,-1.7594155727208898,-1.84498101703783,-1.5093057061859199,0.137809108797442,0.428285877469223,0.504036488440104,0.245803993051442,0.0118756733978113,unstable
3.98665688710831,7.764278039368071,5.9877258162056695,4.855916959188519,2.8188359678228503,-0.553215401279973,-1.0347474090155,-1.23087315752738,0.48678556433636,0.328540405787063,0.6418542986912049,0.916849859736521,0.0629978644843819,unstable
6.796624420605481,8.25486032608184,7.29439266955109,3.50790967835579,4.66299881461153,-1.96186262345541,-1.8875426833538702,-0.8135935078022539,0.39856471391213105,0.919154733398508,0.0558101670310693,0.7697437853139258,0.0424395258970477,unstable
1.8062689462307098,9.413159800466712,4.2960338574657895,2.9510815274137796,5.0210980233474904,-1.79632481005997,-1.24472901000004,-1.9800442032874799,0.569766477734145,0.849687083926901,0.0662501171403308,0.45191382494478705,-0.0146079791790421,stable
8.52065211799418,7.0481806722941505,9.60915813205275,9.44378665198802,3.84245742954629,-1.9392524578186598,-0.769856466010423,-1.1333485057172101,0.50846243361826,0.7238157271138441,0.38638919352234297,0.0658621183694235,0.0427510093172333,unstable
6.225652658234821,3.05946802744434,4.266615879228009,6.65953962487491,4.65373935007753,-1.83614050127704,-1.16272521590509,-1.6548736328954,0.9598649171641658,0.502389223955945,0.644184565605145,0.7014636458564121,0.0780424205334641,unstable
6.1871118897748305,6.1205823513032005,6.63326198359843,7.94959290377087,3.46588282143697,-0.728518557767361,-1.7661432169149598,-0.9712210467546479,0.9261777178877639,0.57891949068304,0.9731681535675891,0.601538522779758,0.0994107632196425,unstable
9.44251485335294,0.578506849957863,1.54559248860605,4.11444923590993,4.80192906613139,-1.75580962995857,-1.71870989371175,-1.3274095424610701,0.27858806731602803,0.785833682876797,0.9360222180708471,0.45019019498896995,-0.0476313254937113,stable
8.05100473321351,3.80566316589881,2.63675917986631,7.273673227017291,3.02109388741543,-1.33465980956356,-1.07135882039161,-0.615075257460261,0.6481478951640639,0.627173070395248,0.9911403571853471,0.708575135411616,0.053831163021352005,unstable
6.247665227836059,9.51052830358843,7.78317424035519,2.01037616295634,3.8032459097756295,-1.30047291449144,-1.3370245408856,-1.16574845439859,0.9218233553979829,0.998449402974952,0.35600918539914506,0.434206308573483,0.0606435664161383,unstable
8.092678375262071,4.65840192640817,1.85360482538113,3.56504929529078,4.93302173949173,-1.53466154730248,-1.6443020463472,-1.75405814584205,0.601535992390213,0.6739085103325669,0.38597065226613797,0.7547859957336651,0.0297445619193429,unstable
1.72925891592767,2.0440567561039797,4.1129306392174,6.142562542647751,3.6509571538889505,-0.8561016390278001,-1.12951925399819,-1.6653362608629598,0.5552371174359639,0.9886432856123929,0.83030052019704,0.20051496190808898,0.0121371534763561,unstable
8.40777969872166,6.1439492325045295,8.80041318073644,6.76696842778053,2.31351886087057,-0.7730189852866229,-0.6745117249614679,-0.8659881506224741,0.23915842093389802,0.7725793484715329,0.550442264893473,0.40480807633754,0.0532913599758661,unstable
4.84196426378334,5.28913140394079,6.517375783500169,6.14794519868417,3.08305252559079,-1.35535443570545,-0.521316103362839,-1.2063819865225,0.819230981236107,0.494775340596393,0.21737055435753896,0.345805062026107,0.0425566581698377,unstable
4.09399699438836,6.38763543295887,0.7444854998380409,1.6177829134066102,3.6544344197608196,-1.1300667279898,-1.58070545064051,-0.9436622411305079,0.357367647310119,0.13935784402777598,0.747180689913669,0.9197206789006791,-0.0551842312861446,stable
4.71899273802718,9.83359167139208,1.35787232207158,7.27577388771044,4.486668651406889,-1.8144114570320702,-1.0383765507093399,-1.63388064366548,0.30094037328268497,0.7772491995816891,0.729083653654403,0.240629039896815,-0.00413682267453818,stable
2.3774667442009703,0.970146301047772,0.82144836773955,7.939389442851031,3.9095191846917,-1.43967341803354,-1.87577639177778,-0.594069374880381,0.983218360700337,0.234275339070025,0.9866041479018609,0.9076697441915269,-0.00711771450898898,stable
8.758841184258651,6.602991519738799,5.591566487946401,5.42818519557024,3.8720602859470703,-1.06766798912641,-0.8708453655826509,-1.93354693123801,0.7828970357107109,0.8398789464083309,0.0500536923673214,0.135779320044041,0.0453708894096416,unstable
1.4676176680617499,9.38908499186321,6.01974031775928,9.376246718654109,4.24240353024843,-1.8947938000159699,-1.58908487639497,-0.7585248538374899,0.6595192241474511,0.273216931202115,0.526144883355251,0.85116334302886,0.0230724022275466,unstable
3.28098653214797,9.43241895240097,9.12221438220994,5.47360119000954,3.8708676563638598,-1.61158028557586,-1.1693418558971698,-1.08994551489083,0.798051214198245,0.821746082021239,0.510034242875559,0.37204430888060497,0.0469553443008147,unstable
1.93582210078399,1.8538265617587,0.824150949019787,6.64016798291278,3.3264053220872496,-0.891792253594811,-1.6326412617846,-0.8019718067078391,0.0641507868785237,0.966215447538162,0.520357967741231,0.10285993502754501,-0.0352273239262576,stable
6.33741786792433,1.8182357582181998,5.52364661115425,6.43170522115031,3.68174541263976,-1.6685061587281103,-0.6916904116127761,-1.3215488422988702,0.9932631335936328,0.8603881612442209,0.44049265253934006,0.6545992175094929,0.0619251160871037,unstable
6.28106979623638,6.086207824880621,6.30842471048518,3.0740897235477997,5.10584234178099,-1.6709951022128,-1.9871549497671201,-1.44769228980107,0.745444212730093,0.681917963372065,0.219912639201025,0.8593422080303199,0.0607074099850598,unstable
9.74179994236691,9.268688291386841,6.675354951012089,7.402797115952421,2.3919641968927,-1.02579481851986,-0.597542528642551,-0.7686268497302892,0.176856998049421,0.752616599514778,0.285299821734846,0.487058357715974,0.0437643977386458,unstable
9.31056839779528,6.41545451393609,5.67581083169399,3.38427495891335,4.29072550905707,-1.21155368679874,-1.70764172323701,-1.37153009902132,0.500960638489915,0.822509277343275,0.49152964179192893,0.789146482137101,0.0601390893825312,unstable
8.24086827063145,1.8987283431760902,6.39756469166685,2.014660310052,3.81350540112988,-0.982481369462249,-1.20423234511084,-1.6267916865567902,0.26729510929213,0.60207638526923,0.152320464843974,0.929744684122709,-0.0243713591829788,stable
6.49994826786289,9.03595417022314,8.61691905840486,8.70138451744051,4.06327181642256,-1.3555684029395902,-1.6813923288094699,-1.0263110846735,0.07588537176720798,0.624681973296641,0.728241776563179,0.25015327081379,0.0454894836049008,unstable
7.08465206029866,5.09331842810378,2.2792800191444598,4.21109473003106,4.0305513271436,-1.9124060718642801,-1.4122174991553798,-0.705927756123943,0.9945967399477242,0.0981474114351964,0.6034819086512471,0.853815153433771,0.0475537830208795,unstable
4.63595392530386,5.57292814580097,0.654754957470333,4.13253786545023,4.62068157310953,-1.1952757398033402,-1.76680153212657,-1.65860430117962,0.555711937467567,0.587031314408759,0.7404288127197092,0.154312942249532,-0.0200191038769698,stable
8.526294414894549,9.27367497623042,1.13204678416493,5.948641949839651,3.55429377661527,-1.27949336820445,-1.03501360698094,-1.2397868014298798,0.664922424223724,0.7218285833051221,0.594470844879929,0.644430833934909,0.0408272926297185,unstable
7.921205632968969,2.84931452179007,7.06933560874903,3.1044763944769502,4.656893938374179,-1.98893212845169,-0.831011054548796,-1.83695075537369,0.24320136058122502,0.16029346250203302,0.913932883997543,0.0935093381395377,0.0121252271511862,unstable
3.36498117029708,8.888423026796811,3.9307355182229102,6.577264718725151,4.211620978459391,-0.978469414873631,-1.64163018252925,-1.5915213810565099,0.107279176153115,0.9087964520527969,0.0576597544341278,0.15312511328193398,0.0101092568783767,unstable
3.79021963215381,7.854658812652321,5.121717633298889,2.33719117069152,3.5738377237968098,-0.7782479413385391,-1.58110200557788,-1.21448777688039,0.6173944582837679,0.6383321857526739,0.41642439269329706,0.5140151594996409,0.0245977705840836,unstable
8.93332654154674,3.2826943682500698,1.8221138164572799,3.6477798636931604,3.7015129874720003,-0.961035294824222,-1.01168143504161,-1.72879625760617,0.643569335027504,0.451328586960188,0.7755089519984759,0.11482421548112402,-0.0236182244279171,stable
7.930266323168969,3.6237286627364598,9.03121924792531,2.03918395976372,2.7247480538421898,-1.52850504120127,-0.652113026865711,-0.544129985775205,0.59804865896431,0.199032266787434,0.8934331050382529,0.5875840654153821,0.0321262798187665,unstable
5.0199196297783395,2.2099621496682404,6.26607991675717,0.578901004434063,4.3225837758255,-1.9602074662617799,-1.074560816037,-1.2878154935267199,0.5469096985029,0.0659924668345938,0.427349471623437,0.8146480580975419,-0.0406287483701981,stable
1.7019305060496899,8.61199160439066,4.4408412927538,1.00427522766046,2.9091749021985605,-1.43398786722004,-0.8313360491500941,-0.643850985828426,0.8848788924286529,0.8876727107014158,0.131737026593648,0.456637963507305,-0.0250752965880874,stable
8.185262336809549,7.589402687862839,9.06262591830581,6.90143124254884,2.9768219518081804,-1.7223031753341698,-0.5738863019003879,-0.68063247457362,0.15828566794212198,0.579175520799682,0.455841889167442,0.91275972514667,0.0621477136703261,unstable
1.85551124646012,4.68882608811578,5.30667071179609,1.3645148008455101,3.8873874137401003,-0.9098810642610892,-1.00018188874256,-1.97732446073645,0.335901887986362,0.9779220710140779,0.6783363099358148,0.21001034844814603,0.0301267856816942,unstable
6.98527106911545,5.70109965059175,6.89810928898072,7.71723404733263,4.14089509367583,-1.9223792437090002,-1.61858694690032,-0.599928903066507,0.100308574091443,0.43264107269553104,0.18187765590596103,0.6311714798596789,0.0182736557069454,unstable
1.32249421121094,0.6081540230570011,7.78616305871654,5.0699067746660305,2.78334695536609,-1.23557806484019,-0.957854477605398,-0.589914412920503,0.5993640432457961,0.33498179225012104,0.592443460108376,0.8459653564864991,-0.0066870220269074606,stable
8.388648631683889,4.3711263474366895,3.5757332987569703,7.6247387091668095,3.59267230133778,-0.985867586819618,-1.88236687834171,-0.724437836176448,0.648771125275958,0.9884760850556591,0.8238091480475309,0.8094162225719829,0.0829847554908349,unstable
2.01660024519376,2.60427721672384,7.41556304881868,8.4077750555435,4.5918853438967,-1.6784486926475901,-1.34867621772595,-1.56476043352316,0.6761232153980798,0.8291858275823191,0.48896682302191996,0.753930266917002,0.0169960095465622,unstable
2.2208382712143395,8.34203347837869,9.62914755736445,9.06924840574927,3.3848142980208795,-0.6546913289896801,-1.78025649187177,-0.9498664771594341,0.29902565757578803,0.673611130177712,0.5823711478175551,0.169113357613094,0.0296880654465338,unstable
6.776647509134119,0.835576649709477,5.617359087549981,7.81904509072546,3.2507351324169904,-1.2375707004276202,-1.12541489286262,-0.8877495391267471,0.32941595343612395,0.244471103523773,0.214774580682249,0.335529294512519,-0.0283481096054016,stable
7.46717244722213,5.00439900978858,8.007819590004129,2.8787396032715296,2.10353448644896,-0.8999607224254641,-0.5225506105792009,-0.6810231534442979,0.522263181778672,0.522575583222804,0.0664895327824063,0.17908174982868802,-0.00394238352663935,stable
8.60353575536475,8.475900895553991,0.7142538317314929,3.28125128041958,2.6884190396165604,-1.1750781542723898,-0.690517265678104,-0.8228236196660671,0.539999441846765,0.6084646821988139,0.8073084431375881,0.345864565020305,-0.00961496034446523,stable
4.511693811787129,1.4030218278609699,4.05389783059651,9.186658766717619,3.66871566929638,-1.38874212953842,-0.763038018597697,-1.5169355211602602,0.281157868758492,0.111313027543786,0.32907753390072697,0.562115743504192,-0.0157541197815983,stable
5.04833312935805,7.259356966307349,2.05706322047098,7.056627053768491,3.9889261859125096,-1.4317622166338,-1.3359941105060902,-1.22116985877262,0.12443566046048701,0.756308672082984,0.678940724254847,0.381787720926914,0.0146596301843156,unstable
7.80138575012416,4.06719621050903,7.421450701684099,6.31987274022053,4.72325978442921,-1.94912844931876,-1.46962638225474,-1.30450495285571,0.0551534049265611,0.42410626521320394,0.25434276677935397,0.693526522992126,0.0115253327432387,unstable
7.5405294924843504,7.559469255361741,2.21116841283577,7.34204970421509,3.4471891209251897,-0.994757995993563,-0.561270108951349,-1.89116101598028,0.21885197313608803,0.74656079434037,0.71938108341208,0.344840733279386,0.0218567380398282,unstable
2.01195574019915,7.815856858966099,8.06253593788731,7.33883529102434,4.18714672546119,-1.1609982141323,-1.2540178347426,-1.77213067658629,0.8486273698561608,0.315043460417952,0.48012306530160204,0.7565164521502901,0.0311476117819919,unstable
3.87695870366013,1.8858993318009498,2.2419583224429704,1.94648279786715,3.8410995018150498,-0.735457435891626,-1.9626931774626597,-1.14294888846076,0.627015188560907,0.940850781420538,0.8033512612214642,0.41582553934671707,0.0298746665499587,unstable
1.2798943030265502,5.47588920262416,2.07850889230273,5.72359591679942,3.52403196473782,-1.7573752770658702,-1.19161391944216,-0.575042768229789,0.480279961314896,0.563302381138787,0.534554095627741,0.419580609295868,-0.0157981672663641,stable
8.46479382575324,3.5535790978535005,1.06150979164729,5.602171814464881,3.4733975540343,-1.2241858019085399,-1.03377751382685,-1.21543423829891,0.9877531068938521,0.248538994976811,0.477530742323401,0.339556221935011,0.0116718017246987,unstable
8.48893750978918,2.20284668768115,9.074377556133712,7.236341300363639,3.6060146653207896,-1.7479697144646102,-0.876653629551793,-0.9813913213043821,0.763925461980467,0.40117761231745,0.162139103952856,0.308899095994205,0.01659635859328,unstable
4.22017160931959,1.4274681755055298,8.769976875249599,2.14367619406086,2.06210017228788,-0.9006214936069911,-0.552421914055664,-0.6090567646252231,0.292432241182229,0.12706247794543,0.41613114321506,0.7421735452192779,-0.0188875719943167,stable
4.14486644542037,1.87448862067731,3.21027778715455,2.3051377756672404,2.91054154325979,-1.59183451321534,-0.514441727972042,-0.804265302072407,0.334546138556148,0.7769716744249999,0.0515604465164163,0.27682245506004305,-0.0349802514821618,stable
1.88542795522719,8.008265022498339,6.969482256043809,5.12901885241008,3.79468598675848,-1.89368245642683,-0.884043354957004,-1.01696017537465,0.26856851589296105,0.29392466785079996,0.844586510804526,0.25261940280660605,0.019332984644173,unstable
1.82056013223827,9.15378797222061,3.10971212377526,4.411563832968509,3.37391099207833,-1.3382667662626102,-0.8774432938584821,-1.15820093195724,0.693991667605935,0.7512504796742141,0.17538722230505097,0.5813253440721079,-0.0045160128853127,stable
6.43040922151381,2.9047592200538,7.5983981640916705,1.10528739580282,3.23344828305157,-1.3923603873819097,-1.09035832681941,-0.7507295688502491,0.664780788416661,0.896730467975627,0.30543666956105503,0.826643857173409,-0.0034276702394975397,stable
2.2866063353799797,5.39383704475367,9.834010324612132,7.81384156731161,3.02087251570885,-1.41763209629985,-0.885050010984519,-0.7181904084244859,0.552458865147452,0.44678835526983,0.389629357875771,0.427783183304637,0.00779891970061145,unstable
2.12759286557162,7.25369604076225,3.4187655952101,3.5475186737159197,3.5296502935994907,-0.934058834499482,-1.38178982227384,-1.21380163682617,0.324768964532285,0.305161908226901,0.929969669160278,0.35025811964781106,-0.00495966528895177,stable
9.85346181120317,7.18102283164953,1.6890837551313098,1.7054919867324099,2.3885839710333197,-0.6767580563750811,-0.5106179684868309,-1.20120794617141,0.9536206118369581,0.6577517757736229,0.788264275069049,0.0826596367877105,0.0213854244017263,unstable
9.425277641067849,6.24550638886404,7.796456497506269,8.278014754152219,4.32206098764721,-1.9646840607990899,-0.66705542556888,-1.6903215012792399,0.945061067992866,0.603121906120218,0.7752937787213279,0.713353494140457,0.0920722351638663,unstable
5.91724599970065,6.751084834062259,5.90674305005522,4.74798928658562,3.94390445655413,-0.5775904741124599,-1.87746956375134,-1.48884441869033,0.88759826283179,0.458395867155204,0.6805585113543511,0.160192437418267,0.0641044640231725,unstable
1.4092882138008502,1.04951610913364,9.856360204854779,8.09027891585559,3.5954601619391204,-1.26197994428099,-1.6404594097202199,-0.693020807937905,0.36105019810041294,0.406473907883159,0.9021951749579591,0.7341774030065791,0.0219473782631757,unstable
7.967480897332151,5.39947747382944,8.26325272304122,8.48911805525963,3.99018336566437,-1.56194824368372,-1.3127726011901202,-1.11546252079053,0.64111500911623,0.377890546918637,0.35279888217899397,0.5433533835971911,0.0520617025820117,unstable
2.81969534496395,2.20759266874621,3.26247212717941,8.79214524572021,3.6477057094604395,-1.9126008967935,-1.04438906724218,-0.6907157454247591,0.44850425118410997,0.348314071170519,0.532082169482943,0.5105933494690179,-0.0276399169331657,stable
2.25053283939003,2.9146604155677793,8.24402822340559,5.7004923557726,3.21585488247763,-1.00645128637161,-1.4920849966103402,-0.7173185994956759,0.0580029856082983,0.151128831186013,0.758548462012021,0.489843247609807,0.0134724130458655,unstable
3.41436532013286,1.47877784680324,1.42165390197368,5.82320034490788,3.13867792056998,-1.4604272219741399,-0.996486995361384,-0.681763703234459,0.534511155448817,0.864402670443376,0.158051001401957,0.216428630608935,-0.0247022865843575,stable
1.80072538428576,1.1857645241036299,1.51584326997161,8.57608686744728,4.25522563974301,-1.27007891211503,-1.9700548872761898,-1.0150918403517901,0.341149684982768,0.623441879189087,0.24795619430498,0.6539492409883211,-0.0386205717368571,stable
8.23666087995463,8.731870832036519,5.6081141309365306,1.32322962013549,4.35028654064583,-1.79149222101062,-1.94444428062462,-0.614350039010588,0.31718665304906396,0.521050447181178,0.856297686615195,0.532306503103892,0.0252304641646417,unstable
8.04482454009264,9.112061869043801,2.9009518585729404,1.52071397755209,3.93394000319398,-1.5853750575991001,-0.546763928526081,-1.8018010170688001,0.889155512609233,0.35062433368937107,0.31050576106802696,0.363735873860165,0.0145566053577498,unstable
9.3040972346785,4.90252411201167,3.04754072762177,1.36935735529605,5.06781210427845,-1.9400584270519299,-1.8727416855972099,-1.25501199162931,0.41344056837935,0.8624140763529029,0.5621390505276751,0.7817599106531259,-0.00595746432603695,stable
3.2691773796667003,7.8900039250577,7.55380550496117,6.591981109733941,3.0740166164668596,-1.2334889423206399,-1.10644736704427,-0.734080307101947,0.500363856321679,0.6239651738000429,0.28569133802350605,0.8455960071537609,0.0550353137800709,unstable
3.71684756937919,3.72970502627679,7.4059720475368405,1.89777482538667,4.17608317700122,-1.9063709410949499,-0.822271761825774,-1.4474404740805,0.37531282397195204,0.47236382616085,0.855798296546793,0.30106667131013004,0.0175712625218759,unstable
3.06670712607753,8.71285062316457,5.12950599574096,7.961930319848309,4.18909205248734,-1.54659007743826,-1.3185527076684498,-1.32394926738063,0.477386620682818,0.16267912060742,0.6534056720020981,0.9122468634714921,0.0450114111175822,unstable
6.310280908421579,5.54467320714323,4.1057347737673195,4.17309476367901,3.68827926496575,-0.865257766509394,-1.9072180303072899,-0.915803468149062,0.9328320274517851,0.4255460444146699,0.627123545218334,0.0748968528477184,0.0496993007849926,unstable
5.44390299597762,2.9426293733117204,9.24332036790386,8.72170928608281,4.6556708095484804,-0.8416446157942641,-1.9906678211684201,-1.8233583725858,0.785842988459562,0.954147603819001,0.39462589451217295,0.48973035844293994,0.0442145929254644,unstable
2.99393394854523,4.68154731977925,6.28108724451383,5.81884565052078,3.90738199849245,-0.741592437106394,-1.8926298190021202,-1.27315974238394,0.418081152534948,0.9090258299552679,0.803681146865458,0.5008669319207829,0.0736092124948118,unstable
7.5234635294337595,9.308135469479788,7.88239192973794,9.29991993156775,4.01305563500268,-1.76403984481605,-0.7606122239198192,-1.48840356626681,0.127328720258881,0.92837918535153,0.8650320953448559,0.730764070209414,0.0813774237146967,unstable
2.96106914326145,4.4880623171362695,7.2909794229321205,9.64260527658708,4.957678937068709,-1.67065533584973,-1.98229988216822,-1.30472371905076,0.19195126583928898,0.7752413157168292,0.889565252304731,0.9989609363777091,0.0709998767369115,unstable
4.72542713066961,4.08234200045615,0.872275976146432,2.1274395428889097,3.9585900522680895,-0.7469075020607329,-1.3749892726363102,-1.8366932775710498,0.776897508211948,0.754299725591525,0.7293780777153009,0.703565571945501,0.029962365001975,unstable
4.1143489051031805,0.535155896768114,5.945791134504289,1.1114949299255,4.76568120548677,-1.9272217814266002,-1.8545738610392999,-0.9838855630208739,0.9675715809403759,0.6706050139990789,0.511836644407345,0.51080231461191,-0.0151642678711266,stable
4.30863290916114,5.2259476898095505,6.1322161771397194,3.64194028208893,3.12056676380719,-1.22363507960364,-0.9826167798186651,-0.9143149043848849,0.9846392566448889,0.125095377186452,0.17392337095460597,0.876355030802799,0.044784256831654004,unstable
5.7774185585134195,8.05997874060245,0.6905641682049489,9.95442904946873,4.399649111497969,-1.40862328816898,-1.95173296465337,-1.03929285867562,0.805935705350704,0.264431392806845,0.794650122331148,0.421003013946885,-0.0055815095876140105,stable
6.919738397757451,2.6180465551531897,7.378823880667371,6.40959022910066,3.85727812875551,-0.57922392907124,-1.6293421488477702,-1.6487120508364999,0.9234348285991791,0.7266307519949471,0.9046067827753009,0.785991433197135,0.0902693320851431,unstable
8.280459843630629,7.84737937539988,0.618214579620224,3.5433990926901204,3.4993135616737794,-1.5455854737736598,-0.5255433552480301,-1.4281847326520902,0.49189144686004704,0.266200690885235,0.9092641815699759,0.848075483927896,-0.0332382136959991,stable
7.2174953783578495,9.70571253230227,9.13657313476735,7.874681340651111,2.40741983721961,-1.3669480816061699,-0.533106317286694,-0.5073654383267511,0.744307370937835,0.201458059866342,0.19337324053890897,0.12048644638679501,0.0182589574794701,unstable
0.6389359131262751,5.86431753819109,7.201808198342969,2.58954471457622,4.82814391483554,-1.9307737685813897,-1.83750567436724,-1.0598644718869101,0.651262512143935,0.9200601419199291,0.437166743824419,0.6186120594686321,0.00862171642970584,unstable
9.05394799800011,1.89729958926243,9.97360317735189,6.712744554834041,5.15261588105009,-1.3579360689689801,-1.8364555437456798,-1.95822426833543,0.5825253196424611,0.0667844124716404,0.9848561619491479,0.40118792750473103,0.0544149977268972,unstable
3.0523415553148996,8.14027237194724,5.90471177941265,3.2462512928110403,4.2547847290495495,-1.9103270754908002,-1.67210808462026,-0.6723495689384871,0.723031277577732,0.599791249747332,0.46166488579462295,0.739939752673211,0.0379895080232962,unstable
9.00845742673285,1.2279492866744999,7.52149882438378,3.5600693117354103,3.44578677963114,-1.97019331895041,-0.8627859767174352,-0.6128074839632961,0.377122734222229,0.34988792695653603,0.0865482888824178,0.9266049054889108,-0.0253104812368021,stable
1.55581088473604,1.84538435818038,6.24402631298475,0.537980473552865,4.14244552342622,-1.36700423491125,-1.43377584766184,-1.3416654408531299,0.0708221440456691,0.372448504294516,0.95083217378033,0.0903113151126669,-0.0234778647378899,stable
