Landmarker_1NN,Landmarker_gnb,Landmarker_lda,class_entropy,dataset_ratio,equiv_nr_feat,kurtosis_max,kurtosis_mean,kurtosis_min,kurtosis_q1,kurtosis_q3,kurtosis_std,labels_mean,labels_std,log_nr_features,log_nr_instances,mi_max,mi_mean,mi_min,mi_std,missing_val,noise_signal_ratio,norm_entropy_max,norm_entropy_mean,norm_entropy_min,norm_entropy_std,nr_categorical_features,prob_max,prob_mean,prob_min,prob_std,rho_max,rho_mean,rho_min,rho_std,skew_max,skew_mean,skew_min,skew_q1,skew_q3,skew_std,classifier,label
0.159107218,0.203437145,0.209823205,2.580259208,0.006273526,130.2086507,-0.555417872,-0.874734699,-1.194051526,-1.034393113,-0.715076286,0.319316827,3.666666667,1.699673171,1.609437912,6.6808546789999985,0.042738617,0.019816342,0.003250983,0.015031383,0,6.608802959,0.319865456,0.150778645,0.060758536,0.091742818,3,0.194479297,0.166666667,0.154328733,0.013656831,0.593367975,0.593367975,0.593367975,0.0,0.65352268,0.427300003,0.201077325,0.314188664,0.540411341,0.226222677,GB,1
0.159107218,0.203437145,0.209823205,2.580259208,0.006273526,130.2086507,-0.555417872,-0.874734699,-1.194051526,-1.034393113,-0.715076286,0.319316827,3.666666667,1.699673171,1.609437912,6.6808546789999985,0.042738617,0.019816342,0.003250983,0.015031383,0,6.608802959,0.319865456,0.150778645,0.060758536,0.091742818,3,0.194479297,0.166666667,0.154328733,0.013656831,0.593367975,0.593367975,0.593367975,0.0,0.65352268,0.427300003,0.201077325,0.314188664,0.540411341,0.226222677,SVM,0
0.404458204,0.16093653300000002,0.476529928,1.288770779,0.165644172,37.29977633,36.93503018,2.280268679,-2.02484472,-1.397989596,1.210545965,8.474812652999999,7.0,0.0,3.295836866,5.093750201000001,0.107126524,0.034551703,0.003794879,0.032071247000000004,16,4.228528379,0.45196426,0.180654558,0.007335678000000002,0.15225119199999998,3,0.6196319020000001,0.2,0.0061349690000000005,0.238510691,0.999834546,0.100484031,7.51e-18,0.139255923,6.203382689,1.00176248,0.0,0.038084433,1.147575256,1.550310039,AB,1
0.404458204,0.16093653300000002,0.476529928,1.288770779,0.165644172,37.29977633,36.93503018,2.280268679,-2.02484472,-1.397989596,1.210545965,8.474812652999999,7.0,0.0,3.295836866,5.093750201000001,0.107126524,0.034551703,0.003794879,0.032071247000000004,16,4.228528379,0.45196426,0.180654558,0.007335678000000002,0.15225119199999998,3,0.6196319020000001,0.2,0.0061349690000000005,0.238510691,0.999834546,0.100484031,7.51e-18,0.139255923,6.203382689,1.00176248,0.0,0.038084433,1.147575256,1.550310039,ET,0
0.404458204,0.16093653300000002,0.476529928,1.288770779,0.165644172,37.29977633,36.93503018,2.280268679,-2.02484472,-1.397989596,1.210545965,8.474812652999999,7.0,0.0,3.295836866,5.093750201000001,0.107126524,0.034551703,0.003794879,0.032071247000000004,16,4.228528379,0.45196426,0.180654558,0.007335678000000002,0.15225119199999998,3,0.6196319020000001,0.2,0.0061349690000000005,0.238510691,0.999834546,0.100484031,7.51e-18,0.139255923,6.203382689,1.00176248,0.0,0.038084433,1.147575256,1.550310039,RF,1
0.404458204,0.16093653300000002,0.476529928,1.288770779,0.165644172,37.29977633,36.93503018,2.280268679,-2.02484472,-1.397989596,1.210545965,8.474812652999999,7.0,0.0,3.295836866,5.093750201000001,0.107126524,0.034551703,0.003794879,0.032071247000000004,16,4.228528379,0.45196426,0.180654558,0.007335678000000002,0.15225119199999998,3,0.6196319020000001,0.2,0.0061349690000000005,0.238510691,0.999834546,0.100484031,7.51e-18,0.139255923,6.203382689,1.00176248,0.0,0.038084433,1.147575256,1.550310039,DT,1
0.404458204,0.16093653300000002,0.476529928,1.288770779,0.165644172,37.29977633,36.93503018,2.280268679,-2.02484472,-1.397989596,1.210545965,8.474812652999999,7.0,0.0,3.295836866,5.093750201000001,0.107126524,0.034551703,0.003794879,0.032071247000000004,16,4.228528379,0.45196426,0.180654558,0.007335678000000002,0.15225119199999998,3,0.6196319020000001,0.2,0.0061349690000000005,0.238510691,0.999834546,0.100484031,7.51e-18,0.139255923,6.203382689,1.00176248,0.0,0.038084433,1.147575256,1.550310039,GB,0
0.404458204,0.16093653300000002,0.476529928,1.288770779,0.165644172,37.29977633,36.93503018,2.280268679,-2.02484472,-1.397989596,1.210545965,8.474812652999999,7.0,0.0,3.295836866,5.093750201000001,0.107126524,0.034551703,0.003794879,0.032071247000000004,16,4.228528379,0.45196426,0.180654558,0.007335678000000002,0.15225119199999998,3,0.6196319020000001,0.2,0.0061349690000000005,0.238510691,0.999834546,0.100484031,7.51e-18,0.139255923,6.203382689,1.00176248,0.0,0.038084433,1.147575256,1.550310039,SVM,0
0.210893971,0.25195765600000003,0.240604911,2.399853269,0.090659341,65.47730029,3.040693724,0.29220340300000003,-0.813441458,-0.530301073,0.577822271,1.108443709,0.0,0.0,3.496507561,5.897153867999999,0.058651508,0.036651683,0.016837,0.010025352,202,5.19363612,0.259096854,0.227007189,0.17262999199999998,0.026215025,0,0.315934066,0.166666667,0.057692308,0.08366977099999999,0.7856426470000001,0.129231815,0.000349194,0.110543287,1.713394716,0.592694741,0.004694752,0.111299912,0.799948863,0.538283396,AB,0
0.210893971,0.25195765600000003,0.240604911,2.399853269,0.090659341,65.47730029,3.040693724,0.29220340300000003,-0.813441458,-0.530301073,0.577822271,1.108443709,0.0,0.0,3.496507561,5.897153867999999,0.058651508,0.036651683,0.016837,0.010025352,202,5.19363612,0.259096854,0.227007189,0.17262999199999998,0.026215025,0,0.315934066,0.166666667,0.057692308,0.08366977099999999,0.7856426470000001,0.129231815,0.000349194,0.110543287,1.713394716,0.592694741,0.004694752,0.111299912,0.799948863,0.538283396,ET,1
0.210893971,0.25195765600000003,0.240604911,2.399853269,0.090659341,65.47730029,3.040693724,0.29220340300000003,-0.813441458,-0.530301073,0.577822271,1.108443709,0.0,0.0,3.496507561,5.897153867999999,0.058651508,0.036651683,0.016837,0.010025352,202,5.19363612,0.259096854,0.227007189,0.17262999199999998,0.026215025,0,0.315934066,0.166666667,0.057692308,0.08366977099999999,0.7856426470000001,0.129231815,0.000349194,0.110543287,1.713394716,0.592694741,0.004694752,0.111299912,0.799948863,0.538283396,RF,1
0.210893971,0.25195765600000003,0.240604911,2.399853269,0.090659341,65.47730029,3.040693724,0.29220340300000003,-0.813441458,-0.530301073,0.577822271,1.108443709,0.0,0.0,3.496507561,5.897153867999999,0.058651508,0.036651683,0.016837,0.010025352,202,5.19363612,0.259096854,0.227007189,0.17262999199999998,0.026215025,0,0.315934066,0.166666667,0.057692308,0.08366977099999999,0.7856426470000001,0.129231815,0.000349194,0.110543287,1.713394716,0.592694741,0.004694752,0.111299912,0.799948863,0.538283396,DT,0
0.210893971,0.25195765600000003,0.240604911,2.399853269,0.090659341,65.47730029,3.040693724,0.29220340300000003,-0.813441458,-0.530301073,0.577822271,1.108443709,0.0,0.0,3.496507561,5.897153867999999,0.058651508,0.036651683,0.016837,0.010025352,202,5.19363612,0.259096854,0.227007189,0.17262999199999998,0.026215025,0,0.315934066,0.166666667,0.057692308,0.08366977099999999,0.7856426470000001,0.129231815,0.000349194,0.110543287,1.713394716,0.592694741,0.004694752,0.111299912,0.799948863,0.538283396,GB,0
0.210893971,0.25195765600000003,0.240604911,2.399853269,0.090659341,65.47730029,3.040693724,0.29220340300000003,-0.813441458,-0.530301073,0.577822271,1.108443709,0.0,0.0,3.496507561,5.897153867999999,0.058651508,0.036651683,0.016837,0.010025352,202,5.19363612,0.259096854,0.227007189,0.17262999199999998,0.026215025,0,0.315934066,0.166666667,0.057692308,0.08366977099999999,0.7856426470000001,0.129231815,0.000349194,0.110543287,1.713394716,0.592694741,0.004694752,0.111299912,0.799948863,0.538283396,SVM,1
0.387387752,0.24499735600000005,0.497771912,1.536689625,0.023746702,459.3520205,0.0,0.0,0.0,0.0,0.0,0.0,44.77777778,118.1653999,2.197224577,5.937536205,0.054614306,0.0033453420000000003,0.000149889,0.003955774,0,0.964107056,0.105144197,0.00657061,0.003082316,0.015784575,9,0.453825858,0.333333333,0.248021108,0.087624726,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,AB,0
0.387387752,0.24499735600000005,0.497771912,1.536689625,0.023746702,459.3520205,0.0,0.0,0.0,0.0,0.0,0.0,44.77777778,118.1653999,2.197224577,5.937536205,0.054614306,0.0033453420000000003,0.000149889,0.003955774,0,0.964107056,0.105144197,0.00657061,0.003082316,0.015784575,9,0.453825858,0.333333333,0.248021108,0.087624726,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,ET,1
0.387387752,0.24499735600000005,0.497771912,1.536689625,0.023746702,459.3520205,0.0,0.0,0.0,0.0,0.0,0.0,44.77777778,118.1653999,2.197224577,5.937536205,0.054614306,0.0033453420000000003,0.000149889,0.003955774,0,0.964107056,0.105144197,0.00657061,0.003082316,0.015784575,9,0.453825858,0.333333333,0.248021108,0.087624726,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,RF,1
0.387387752,0.24499735600000005,0.497771912,1.536689625,0.023746702,459.3520205,0.0,0.0,0.0,0.0,0.0,0.0,44.77777778,118.1653999,2.197224577,5.937536205,0.054614306,0.0033453420000000003,0.000149889,0.003955774,0,0.964107056,0.105144197,0.00657061,0.003082316,0.015784575,9,0.453825858,0.333333333,0.248021108,0.087624726,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,DT,1
0.387387752,0.24499735600000005,0.497771912,1.536689625,0.023746702,459.3520205,0.0,0.0,0.0,0.0,0.0,0.0,44.77777778,118.1653999,2.197224577,5.937536205,0.054614306,0.0033453420000000003,0.000149889,0.003955774,0,0.964107056,0.105144197,0.00657061,0.003082316,0.015784575,9,0.453825858,0.333333333,0.248021108,0.087624726,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,GB,0
0.387387752,0.24499735600000005,0.497771912,1.536689625,0.023746702,459.3520205,0.0,0.0,0.0,0.0,0.0,0.0,44.77777778,118.1653999,2.197224577,5.937536205,0.054614306,0.0033453420000000003,0.000149889,0.003955774,0,0.964107056,0.105144197,0.00657061,0.003082316,0.015784575,9,0.453825858,0.333333333,0.248021108,0.087624726,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,SVM,0
0.8834643329999999,0.968984145,0.969097588,0.686375617,25.97862233,28.74611618,420.930968,28.78186264,-0.276090912,3.547947983,25.22601579,57.79279286,2.0,0.0,9.299906815,6.042632834,0.31464812,0.02387716,0.000480422,0.026369823,0,7.688293006,0.349885083,0.207451763,0.002767919,0.08158071900000001,1,0.817102138,0.5,0.182897862,0.31710213800000003,0.999982775,0.103304396,1.79e-09,0.089098224,20.51577317,3.3259530560000004,0.004008508,1.423213654,3.941373236,3.219237343,AB,1
0.8834643329999999,0.968984145,0.969097588,0.686375617,25.97862233,28.74611618,420.930968,28.78186264,-0.276090912,3.547947983,25.22601579,57.79279286,2.0,0.0,9.299906815,6.042632834,0.31464812,0.02387716,0.000480422,0.026369823,0,7.688293006,0.349885083,0.207451763,0.002767919,0.08158071900000001,1,0.817102138,0.5,0.182897862,0.31710213800000003,0.999982775,0.103304396,1.79e-09,0.089098224,20.51577317,3.3259530560000004,0.004008508,1.423213654,3.941373236,3.219237343,ET,0
0.8834643329999999,0.968984145,0.969097588,0.686375617,25.97862233,28.74611618,420.930968,28.78186264,-0.276090912,3.547947983,25.22601579,57.79279286,2.0,0.0,9.299906815,6.042632834,0.31464812,0.02387716,0.000480422,0.026369823,0,7.688293006,0.349885083,0.207451763,0.002767919,0.08158071900000001,1,0.817102138,0.5,0.182897862,0.31710213800000003,0.999982775,0.103304396,1.79e-09,0.089098224,20.51577317,3.3259530560000004,0.004008508,1.423213654,3.941373236,3.219237343,RF,1
0.8834643329999999,0.968984145,0.969097588,0.686375617,25.97862233,28.74611618,420.930968,28.78186264,-0.276090912,3.547947983,25.22601579,57.79279286,2.0,0.0,9.299906815,6.042632834,0.31464812,0.02387716,0.000480422,0.026369823,0,7.688293006,0.349885083,0.207451763,0.002767919,0.08158071900000001,1,0.817102138,0.5,0.182897862,0.31710213800000003,0.999982775,0.103304396,1.79e-09,0.089098224,20.51577317,3.3259530560000004,0.004008508,1.423213654,3.941373236,3.219237343,DT,0
0.8834643329999999,0.968984145,0.969097588,0.686375617,25.97862233,28.74611618,420.930968,28.78186264,-0.276090912,3.547947983,25.22601579,57.79279286,2.0,0.0,9.299906815,6.042632834,0.31464812,0.02387716,0.000480422,0.026369823,0,7.688293006,0.349885083,0.207451763,0.002767919,0.08158071900000001,1,0.817102138,0.5,0.182897862,0.31710213800000003,0.999982775,0.103304396,1.79e-09,0.089098224,20.51577317,3.3259530560000004,0.004008508,1.423213654,3.941373236,3.219237343,GB,1
